__id,id_election,id_brut_miom,code_departement,code_commune,code_bv,no_panneau,voix,ratio_voix_inscrits,ratio_voix_exprimes,nuance,sexe,nom,prenom,liste,libelle_abrege_liste,libelle_etendu_liste,nom_tete_liste,binome
62762,2026_muni_t1,21054_0013,21,21054,0013,1,66,7.44,13.98,LRN,,,,,"Rassemblement Beaunois","Rassemblement Beaunois",,
62763,2026_muni_t1,21054_0014,21,21054,0014,1,65,6.33,11.55,LRN,,,,,"Rassemblement Beaunois","Rassemblement Beaunois",,
62764,2026_muni_t1,21055_0001,21,21055,0001,1,14,63.64,100,,,,,,"BEAUNOTTE 2026","BEAUNOTTE 2026",,
62765,2026_muni_t1,21056_0001,21,21056,0001,1,345,50.07,100,,,,,,"BEIRE LE CHATEL: TERRE DE VIE, TERRE D'AVENIR","BEIRE LE CHATEL: TERRE DE VIE, TERRE D'AVENIR",,
62766,2026_muni_t1,21057_0001,21,21057,0001,1,108,41.22,100,,,,,,"Agir et vivre ensemble","Agir et vivre ensemble",,
62767,2026_muni_t1,21058_0001,21,21058,0001,1,95,51.91,100,,,,,,"Bien vivre pour tous à Belan sur Ource","Bien vivre pour tous à Belan sur Ource",,
62768,2026_muni_t1,21059_0001,21,21059,0001,1,268,37.54,48.82,,,,,,"BELLEFOND DEMAIN","BELLEFOND DEMAIN",,
62769,2026_muni_t1,21060_0001,21,21060,0001,1,267,43.27,100,,,,,,"Ensemble, cultivons notre avenir","Ensemble, cultivons notre avenir",,
62770,2026_muni_t1,21060_0002,21,21060,0002,1,251,40.81,100,,,,,,"Ensemble, cultivons notre avenir","Ensemble, cultivons notre avenir",,
62771,2026_muni_t1,21061_0001,21,21061,0001,1,22,40.74,100,,,,,,"Ensemble pour Bellenod sur Seine","Ensemble pour Bellenod sur Seine",,
62772,2026_muni_t1,21062_0001,21,21062,0001,1,55,24.34,34.38,,,,,,"Ensemble pour Bellenot","Ensemble pour Bellenot",,
62773,2026_muni_t1,21063_0001,21,21063,0001,1,43,52.44,100,,,,,,"Liste conduite par Alain GALLIMARD","Liste conduite par Alain GALLIMARD",,
62774,2026_muni_t1,21064_0001,21,21064,0001,1,33,39.76,100,,,,,,"BIEN VIVRE A BENOISEY","BIEN VIVRE A BENOISEY",,
62775,2026_muni_t1,21065_0001,21,21065,0001,1,55,53.4,100,,,,,,"Bessey, notre village","Bessey, notre village",,
62776,2026_muni_t1,21066_0001,21,21066,0001,1,29,59.18,100,,,,,,"ELECTIONS MUNICIPALES 2026","ELECTIONS MUNICIPALES 2026",,
62777,2026_muni_t1,21067_0001,21,21067,0001,1,232,39.86,100,,,,,,"Continuité et renouveau","Continuité et renouveau",,
62778,2026_muni_t1,21068_0001,21,21068,0001,1,57,53.77,100,,,,,,"Une équipe pour notre village","Une équipe pour notre village",,
62779,2026_muni_t1,21069_0001,21,21069,0001,1,48,52.17,100,,,,,,"Liste menée par JEANNIN Brian","Liste menée par JEANNIN Brian",,
62780,2026_muni_t1,21070_0001,21,21070,0001,1,51,41.46,100,,,,,,"Vivre à Bévy, Ensemble","Vivre à Bévy, Ensemble",,
62781,2026_muni_t1,21071_0001,21,21071,0001,1,107,18.14,25.06,,,,,,"UNE ENERGIE NOUVELLE","UNE ENERGIE NOUVELLE",,
62782,2026_muni_t1,21072_0001,21,21072,0001,1,53,35.81,100,,,,,,"BEZOUOTTE DEMAIN","BEZOUOTTE DEMAIN",,
62783,2026_muni_t1,21074_0001,21,21074,0001,1,99,53.23,100,,,,,,"ENSEMBLE POUR BILLEY","ENSEMBLE POUR BILLEY",,
62784,2026_muni_t1,21075_0001,21,21075,0001,1,48,70.59,100,,,,,,"Billy-lès-Chanceaux 2026","Billy-lès-Chanceaux 2026",,
62785,2026_muni_t1,21076_0001,21,21076,0001,1,314,46.31,100,,,,,,"ENSEMBLE POUR BINGES","ENSEMBLE POUR BINGES",,
62786,2026_muni_t1,21077_0001,21,21077,0001,1,27,23.48,34.18,,,,,,"Notre village, Bissey-la-côte","Notre village, Bissey-la-côte",,
62787,2026_muni_t1,21078_0001,21,21078,0001,1,40,54.05,100,,,,,,"BISSEY LA PIERRE TRADITION ET AVENIR PARTAGÉS","BISSEY LA PIERRE TRADITION ET AVENIR PARTAGÉS",,
62788,2026_muni_t1,21079_0001,21,21079,0001,1,52,46.43,100,,,,,,"BLAGNY ENSEMBLE","BLAGNY ENSEMBLE",,
62789,2026_muni_t1,21080_0001,21,21080,0001,1,198,42.76,100,,,,,,"ENSEMBLE POUR BLAISY-BAS","ENSEMBLE POUR BLAISY-BAS",,
62790,2026_muni_t1,21081_0001,21,21081,0001,1,52,45.61,100,,,,,,"election municipale","election municipale",,
62791,2026_muni_t1,21082_0001,21,21082,0001,1,35,58.33,100,,,,,,"BLANCEY, ENSEMBLE !","BLANCEY, ENSEMBLE !",,
62792,2026_muni_t1,21083_0001,21,21083,0001,1,54,47.79,100,,,,,,"Avec vous, pour notre Commune et ses Habitants","Avec vous, pour notre Commune et ses Habitants",,
62793,2026_muni_t1,21084_0001,21,21084,0001,1,33,44,100,,,,,,"LISTE 1","LISTE 1",,
62794,2026_muni_t1,21085_0001,21,21085,0001,1,36,33.96,100,,,,,,BLIGNY-LE-SEC,BLIGNY-LE-SEC,,
62795,2026_muni_t1,21086_0001,21,21086,0001,1,486,50.41,100,,,,,,"ENSEMBLE POUR UN VILLAGE VIVANT ET DURABLE","ENSEMBLE POUR UN VILLAGE VIVANT ET DURABLE",,
62796,2026_muni_t1,21087_0001,21,21087,0001,1,292,47.02,100,,,,,,"CONTINUONS ENSEMBLE","CONTINUONS ENSEMBLE",,
62797,2026_muni_t1,21088_0001,21,21088,0001,1,124,52.77,100,,,,,,"Aimons vivre à BONCOURT","Aimons vivre à BONCOURT",,
62798,2026_muni_t1,21089_0001,21,21089,0001,1,91,29.35,38.4,,,,,,"BONNENCONTRE ENSEMBLE","BONNENCONTRE ENSEMBLE",,
62799,2026_muni_t1,21090_0001,21,21090,0001,1,42,66.67,75,,,,,,BOUDREVILLE,"Pour BOUDREVILLE",,
62800,2026_muni_t1,21091_0001,21,21091,0001,1,24,47.06,100,,,,,,"BOUHEY 2026","BOUHEY 2026",,
62801,2026_muni_t1,21092_0001,21,21092,0001,1,95,52.49,100,,,,,,"MORY Jean-Noël","MORY Jean-Noël",,
62802,2026_muni_t1,21093_0001,21,21093,0001,1,57,51.35,100,,,,,,C.CAILLETET,C.CAILLETET,,
62803,2026_muni_t1,21094_0001,21,21094,0001,1,130,47.79,100,,,,,,Ensemble,Ensemble,,
62804,2026_muni_t1,21095_0001,21,21095,0001,1,26,57.78,100,,,,,,"BOUSSELANGE 2026","BOUSSELANGE 2026",,
62805,2026_muni_t1,21096_0001,21,21096,0001,1,43,36.44,100,,,,,,"Ensemble pour Boussenois !","Ensemble pour Boussenois !",,
62806,2026_muni_t1,21097_0001,21,21097,0001,1,22,68.75,100,,,,,,"Boussey en avant","Boussey en avant",,
62807,2026_muni_t1,21098_0001,21,21098,0001,1,45,37.82,100,,,,,,"Boux Ensemble","Boux Ensemble",,
62808,2026_muni_t1,21099_0001,21,21099,0001,1,91,33.96,100,,,,,,"BIEN VIVRE A BOUZE","BIEN VIVRE A BOUZE",,
62809,2026_muni_t1,21100_0001,21,21100,0001,1,25,71.43,100,,,,,,"UN PETIT BRAIN POUR TOUS","UN PETIT BRAIN POUR TOUS",,
62810,2026_muni_t1,21101_0001,21,21101,0001,1,74,46.54,100,,,,,,""" Braux, notre vilage avant tout """,""" Braux, notre vilage avant tout """,,
62811,2026_muni_t1,21102_0001,21,21102,0001,1,44,36.36,41.12,,,,,,"Bien vivre ensemble à Brazey-en-Morvan","Bien vivre ensemble à Brazey-en-Morvan",,
62812,2026_muni_t1,21103_0001,21,21103,0001,1,365,34.93,100,,,,,,"NOTRE AVENIR EN COMMUN","NOTRE AVENIR EN COMMUN",,
62813,2026_muni_t1,21103_0002,21,21103,0002,1,331,35.36,100,,,,,,"NOTRE AVENIR EN COMMUN","NOTRE AVENIR EN COMMUN",,
62814,2026_muni_t1,21104_0001,21,21104,0001,1,45,71.43,100,,,,,,L.PROUIN,L.PROUIN,,
62815,2026_muni_t1,21105_0001,21,21105,0001,1,340,42.03,100,,,,,,"BRESSEY, NOTRE VILLAGE","BRESSEY, NOTRE VILLAGE",,
62816,2026_muni_t1,21106_0001,21,21106,0001,1,403,62.29,100,,,,,,"POURSUIVONS L'AVENIR ENSEMBLE","POURSUIVONS L'AVENIR ENSEMBLE",,
62817,2026_muni_t1,21107_0001,21,21107,0001,1,229,27.96,37.06,,,,,,"Bretigny l'avenir ensemble","Bretigny l'avenir ensemble",,
62818,2026_muni_t1,21108_0001,21,21108,0001,1,46,52.27,100,,,,,,"BRIANNY 2026","BRIANNY 2026",,
62819,2026_muni_t1,21109_0001,21,21109,0001,1,81,43.78,100,,,,,,"Brion Avenir et Tradition","Brion Avenir et Tradition",,
62820,2026_muni_t1,21110_0001,21,21110,0001,1,280,56.57,100,,,,,,"Bien vivre à Brochon","Bien vivre à Brochon",,
62821,2026_muni_t1,21111_0001,21,21111,0001,1,145,60.67,100,,,,,,"UNION POUR L'AVENIR DE BROGNON","UNION POUR L'AVENIR DE BROGNON",,
62822,2026_muni_t1,21112_0001,21,21112,0001,1,145,42.15,100,,,,,,"BROIN PLUS LOIN","BROIN PLUS LOIN",,
62823,2026_muni_t1,21113_0001,21,21113,0001,1,72,43.37,100,,,,,,"Tout simplement Broindonnais","Tout simplement Broindonnais",,
62824,2026_muni_t1,21114_0001,21,21114,0001,1,49,35,40.5,,,,,,"Buffon Ensemble 2026","Buffon Ensemble 2026",,
62825,2026_muni_t1,21115_0001,21,21115,0001,1,151,53.36,69.59,,,,,,"Pour l'avenir de Buncey","Pour l'avenir de Buncey",,
62826,2026_muni_t1,21116_0001,21,21116,0001,1,45,31.47,100,,,,,,"TOUS ENSEMBLE POUR BURE","TOUS ENSEMBLE POUR BURE",,
62827,2026_muni_t1,21117_0001,21,21117,0001,1,31,56.36,100,,,,,,"BREDIN DIDIER","BREDIN DIDIER",,
62828,2026_muni_t1,21118_0001,21,21118,0001,1,12,37.5,41.38,,,,,,"MIEUX VIVRE A BUSSEROTTE ET MONTENAILLE","MIEUX VIVRE A BUSSEROTTE ET MONTENAILLE",,
62829,2026_muni_t1,21119_0001,21,21119,0001,1,21,47.73,100,,,,,,"PAGOT BAPTISTE","PAGOT BAPTISTE",,
62830,2026_muni_t1,21120_0001,21,21120,0001,1,89,58.17,100,,,,,,"BIEN VIVRE A LA BUSSIERE","BIEN VIVRE A LA BUSSIERE",,
62831,2026_muni_t1,21121_0001,21,21121,0001,1,36,52.17,100,,,,,,"BIEN VIVRE A BUSSY","BIEN VIVRE A BUSSY",,
62832,2026_muni_t1,21122_0001,21,21122,0001,1,113,45.38,100,,,,,,"CAP SOLIDE, NOUVEL ELAN","CAP SOLIDE, NOUVEL ELAN",,
62833,2026_muni_t1,21123_0001,21,21123,0001,1,24,53.33,57.14,,,,,,"Buxerolles autrement","Buxerolles autrement",,
62834,2026_muni_t1,21124_0001,21,21124,0001,1,75,46.58,100,,,,,,"CENSEREY DEMAIN","CENSEREY DEMAIN",,
62835,2026_muni_t1,21125_0001,21,21125,0001,1,100,46.3,100,,,,,,"Un horizon commun pour Cérilly","Un horizon commun pour Cérilly",,
62836,2026_muni_t1,21126_0001,21,21126,0001,1,270,51.72,100,,,,,,"CONTINUONS A BIEN VIVRE ENSEMBLE A CESSEY","CONTINUONS A BIEN VIVRE ENSEMBLE A CESSEY",,
62837,2026_muni_t1,21127_0001,21,21127,0001,1,176,42.93,100,,,,,,"Chaignay, un avenir qui nous rassemble","Chaignay, un avenir qui nous rassemble",,
62838,2026_muni_t1,21128_0001,21,21128,0001,1,109,52.4,100,,,,,,"Ensemble pour Chailly","Ensemble pour Chailly",,
62839,2026_muni_t1,21129_0001,21,21129,0001,1,23,65.71,100,,,,,,"Chambain municipales 2026","Chambain municipales 2026",,
62840,2026_muni_t1,21130_0001,21,21130,0001,1,107,36.27,100,,,,,,"Proximité et solidarité à Chambeire","Proximité et solidarité à Chambeire",,
62841,2026_muni_t1,21131_0001,21,21131,0001,1,154,38.89,65.81,,,,,,"CHAMBLANC, POURSUIT SON ELAN","CHAMBLANC, POURSUIT SON ELAN",,
62842,2026_muni_t1,21132_0001,21,21132,0001,1,129,42.57,51.39,,,,,,"Bien vivre à Chamboeuf","Bien vivre à Chamboeuf",,
62843,2026_muni_t1,21133_0001,21,21133,0001,1,107,53.5,100,,,,,,"Pour Chambolle Musigny","Pour Chambolle Musigny",,
62844,2026_muni_t1,21134_0001,21,21134,0001,1,84,43.52,100,,,,,,"Liste d'entente communale","Liste d'entente communale",,
62845,2026_muni_t1,21135_0001,21,21135,0001,1,103,41.2,100,,,,,,"Vivre à Champagne","Vivre à Champagne",,
62846,2026_muni_t1,21136_0001,21,21136,0001,1,15,53.57,60,,,,,,"ENSEMBLE POUR CHAMPAGNY","ENSEMBLE POUR CHAMPAGNY",,
62847,2026_muni_t1,21137_0001,21,21137,0001,1,52,54.17,100,,,,,,"Une nouvelle équipe pour la commune","Une nouvelle équipe pour la commune",,
62848,2026_muni_t1,21138_0001,21,21138,0001,1,209,43.72,100,,,,,,"AGIR ENSEMBLE POUR L'AVENIR DE CHAMPDOTRE","AGIR ENSEMBLE POUR L'AVENIR DE CHAMPDOTRE",,
62849,2026_muni_t1,21139_0001,21,21139,0001,1,91,43.13,54.82,,,,,,"CHAMPEAU EN MORVAN 2026","CHAMPEAU EN MORVAN 2026",,
62850,2026_muni_t1,21140_0001,21,21140,0001,1,36,61.02,100,,,,,,"Liste menée par Ludovic LELONG","Liste menée par Ludovic LELONG",,
62851,2026_muni_t1,21141_0001,21,21141,0001,1,17,35.42,38.64,,,,,,"Bien vivre à Champrenault","Bien vivre à Champrenault",,
62852,2026_muni_t1,21142_0001,21,21142,0001,1,77,43.26,100,,,,,,"Liste pour CHANCEAUX","Liste pour CHANCEAUX",,
62853,2026_muni_t1,21143_0001,21,21143,0001,1,31,59.62,100,,,,,,"CHANNAY 2026","CHANNAY 2026",,
62854,2026_muni_t1,21144_0001,21,21144,0001,1,20,54.05,100,,,,,,Charencey,Charencey,,
62855,2026_muni_t1,21145_0001,21,21145,0001,1,20,60.61,100,,,,,,"CHARIGNY ENSEMBLE","CHARIGNY ENSEMBLE",,
62856,2026_muni_t1,21146_0001,21,21146,0001,1,55,49.55,100,,,,,,"Charmes 2026","Charmes 2026",,
62857,2026_muni_t1,21147_0001,21,21147,0001,1,21,55.26,100,,,,,,"Soyons et restons CHARNY","Soyons et restons CHARNY",,
62858,2026_muni_t1,21148_0001,21,21148,0001,1,117,43.82,59.09,,,,,,"LE BIEN ÊTRE A CHARREY SUR SAONE","LE BIEN ÊTRE A CHARREY SUR SAONE",,
62859,2026_muni_t1,21149_0001,21,21149,0001,1,75,69.44,100,,,,,,"Pour l'avenir de Charrey","Pour l'avenir de Charrey",,
62860,2026_muni_t1,21150_0001,21,21150,0001,1,144,59.26,100,,,,,,"Avec vous, bien vivre à Chassagne-Montrachet","Avec vous, bien vivre à Chassagne-Montrachet",,
62861,2026_muni_t1,21151_0001,21,21151,0001,1,46,55.42,100,,,,,,"Poursuivre ensemble pour Chassey","Poursuivre ensemble pour Chassey",,
62862,2026_muni_t1,21152_0001,21,21152,0001,1,47,52.81,100,,,,,,"CHATEAUNEUF ENSEMBLE","CHATEAUNEUF ENSEMBLE",,
62863,2026_muni_t1,21153_0001,21,21153,0001,1,74,51.39,100,,,,,,"ENSEMBLE CHÂTELLENOT","ENSEMBLE CHÂTELLENOT",,
62864,2026_muni_t1,21154_0001,21,21154,0001,1,430,42.87,65.15,LDIV,,,,,"CHATILLON, UNE NOUVELLE ENERGIE","CHATILLON, UNE NOUVELLE ENERGIE",,
62865,2026_muni_t1,21154_0002,21,21154,0002,1,394,43.34,64.7,LDIV,,,,,"CHATILLON, UNE NOUVELLE ENERGIE","CHATILLON, UNE NOUVELLE ENERGIE",,
62866,2026_muni_t1,21154_0003,21,21154,0003,1,376,41.87,60.55,LDIV,,,,,"CHATILLON, UNE NOUVELLE ENERGIE","CHATILLON, UNE NOUVELLE ENERGIE",,
62867,2026_muni_t1,21154_0004,21,21154,0004,1,347,39.08,65.72,LDIV,,,,,"CHATILLON, UNE NOUVELLE ENERGIE","CHATILLON, UNE NOUVELLE ENERGIE",,
62868,2026_muni_t1,21155_0001,21,21155,0001,1,25,59.52,100,,,,,,"LISTE ELECTIONS MUNICIPALES 2026","LISTE ELECTIONS MUNICIPALES 2026",,
62869,2026_muni_t1,21156_0001,21,21156,0001,1,17,54.84,100,,,,,,"CHAUDENAY 2026 !","CHAUDENAY 2026 !",,
62870,2026_muni_t1,21157_0001,21,21157,0001,1,21,91.3,100,,,,,,"CHAUGEY ENSEMBLE","CHAUGEY ENSEMBLE",,
62871,2026_muni_t1,21158_0001,21,21158,0001,1,68,46.58,100,,,,,,"Notre village, Notre avenir","Notre village, Notre avenir",,
62872,2026_muni_t1,21159_0001,21,21159,0001,1,36,43.37,100,,,,,,"Vivre et agir à La Chaume","Vivre et agir à La Chaume",,
62873,2026_muni_t1,21160_0001,21,21160,0001,1,35,54.69,100,,,,,,"GELIQUOT JEAN-MARC","GELIQUOT JEAN-MARC",,
