__id,id_election,id_brut_miom,code_departement,code_commune,code_bv,no_panneau,voix,ratio_voix_inscrits,ratio_voix_exprimes,nuance,sexe,nom,prenom,liste,libelle_abrege_liste,libelle_etendu_liste,nom_tete_liste,binome
7084971,2024_legi_t2,21610_0001,21,21610,0001,2,51,22.08,32.69,UG,F,HERVIEU,Catherine,,,,,
7084987,2024_legi_t2,21618_0001,21,21618,0001,2,76,18.4,29.46,UG,F,HERVIEU,Catherine,,,,,
7084988,2024_legi_t2,21619_0001,21,21619,0001,2,37,20.79,32.74,UG,F,HERVIEU,Catherine,,,,,
7084993,2024_legi_t2,21624_0001,21,21624,0001,2,27,23.08,37.5,UG,F,HERVIEU,Catherine,,,,,
7085008,2024_legi_t2,21639_0001,21,21639,0001,2,124,23.26,35.94,UG,F,HERVIEU,Catherine,,,,,
7085012,2024_legi_t2,21643_0001,21,21643,0001,2,55,16.92,24.55,UG,F,HERVIEU,Catherine,,,,,
7085013,2024_legi_t2,21644_0001,21,21644,0001,2,46,34.59,53.49,UG,F,HERVIEU,Catherine,,,,,
7085025,2024_legi_t2,21657_0001,21,21657,0001,2,239,28.32,49.28,UG,F,HERVIEU,Catherine,,,,,
7085026,2024_legi_t2,21657_0002,21,21657,0002,2,311,32.46,50.9,UG,F,HERVIEU,Catherine,,,,,
7085049,2024_legi_t2,21680_0001,21,21680,0001,2,89,22.82,35.74,UG,F,HERVIEU,Catherine,,,,,
7085051,2024_legi_t2,21682_0001,21,21682,0001,2,47,25.82,37.6,UG,F,HERVIEU,Catherine,,,,,
7085067,2024_legi_t2,21699_0001,21,21699,0001,2,212,27.35,40,UG,F,HERVIEU,Catherine,,,,,
7085069,2024_legi_t2,21701_0001,21,21701,0001,2,27,26.73,45,UG,F,HERVIEU,Catherine,,,,,
7085081,2024_legi_t2,21713_0001,21,21713,0001,2,40,16.06,23.39,UG,F,HERVIEU,Catherine,,,,,
